event_id,facility_id,floor,zone,event_type,severity,source,description,timestamp
629,1,3,Office I,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F3-OfficeI detected tailgating (confidence 0.77),2025-12-30 12:01:00
630,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0076 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-30 12:04:00
631,1,1,Office B,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0009 denied entry at Office B (door DOOR-F1-OfficeB),2025-12-30 12:43:00
632,1,1,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F1-Storage detected motion detected (confidence 0.68),2025-12-30 13:59:00
633,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0047 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-30 14:17:00
634,1,1,Conference Room,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0040 denied entry at Conference Room (door DOOR-F1-ConferenceRoom),2025-12-30 14:27:00
635,1,3,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F3-Storage detected motion detected (confidence 0.92),2025-12-30 14:56:00
636,1,3,Break Area,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0021 denied entry at Break Area (door DOOR-F3-BreakArea),2025-12-30 15:45:00
637,1,1,Meeting Room 1,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F1-MeetingRoom1 detected camera offline (confidence 0.84),2025-12-30 17:15:00
638,1,3,Project Room,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-ProjectRoom detected loitering (confidence 0.78),2025-12-30 17:43:00
639,1,1,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F1-Storage detected motion detected (confidence 0.9),2025-12-30 18:06:00
640,1,2,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0024 accessed Storage outside working hours,2025-12-30 19:18:00
641,1,1,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0067 accessed Storage outside working hours,2025-12-30 19:20:00
642,1,2,Storage,CCTV_LOITERING,HIGH,CCTV,Camera CAM-F2-Storage detected loitering (confidence 0.61),2025-12-30 19:38:00
643,1,2,Common Area,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F2-CommonArea detected tailgating (confidence 0.96),2025-12-30 19:51:00
644,1,1,Office C,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-OfficeC detected loitering (confidence 0.6),2025-12-30 21:39:00
